geo_h3_10,city,Автозапчасти для иномарок,Авторемонт и техобслуживание (СТО),Алкогольные напитки,Аптеки,Банки,Быстрое питание,Доставка готовых блюд,Женская одежда,Кафе,Косметика / Парфюмерия,Ногтевые студии,Овощи / Фрукты,Парикмахерские,Платёжные терминалы,Постаматы,Продуктовые магазины,Пункты выдачи интернет-заказов,Рестораны,Страхование,Супермаркеты,Цветы,Шиномонтаж,lat,lon
8a101608c42ffff,Нижний Новгород,,,,,,,,,,,,,1.0,,,,,,,,,,56.32772035868238,43.90947353114582
8a101608c457fff,Нижний Новгород,,,,,,,,,,,,1.0,,,,3.0,,,,,,,56.32775146661479,43.91309322332409
8a101608c45ffff,Нижний Новгород,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,2.0,,56.32837507688156,43.914928035756205
8a101608c4c7fff,Нижний Новгород,,,1.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,56.32594268579851,43.91482831311271
8a101608c4dffff,Нижний Новгород,,,,,,,,,,,,,,,,1.0,,,,,,,56.32535005990383,43.91661318066424
8a101608c4e7fff,Нижний Новгород,,,1.0,6.0,,,2.0,,,,,,1.0,,,2.0,1.0,,,,1.0,,56.32653527756022,43.91304341567397
8a101608c4effff,Нижний Новгород,,,1.0,2.0,,,,1.0,,1.0,,2.0,3.0,1.0,3.0,,,,1.0,2.0,,,56.327158884245456,43.91487817296454
8a101608c547fff,Нижний Новгород,,,1.0,,,,,,,,,,,,,,,,1.0,,,,56.32952900891232,43.90773819509561
8a101608c557fff,Нижний Новгород,,,,,,,,,,1.0,,,2.0,1.0,3.0,,2.0,,2.0,3.0,1.0,,56.328312848041705,43.90768854406182
8a101608c56ffff,Нижний Новгород,,3.0,,,,,,,,,,,,,,,,,,,,,56.33074516397056,43.90778784905705
8a101608c64ffff,Нижний Новгород,1.0,,,,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,2.0,56.33395596789592,43.92782414359551
8a101608c677fff,Нижний Новгород,,4.0,,,,,,,,,,,,,,,,,,,,,56.33270901543037,43.92415340136256
8a101608c6affff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,,,,2.0,,,56.329060383864864,43.92400298566114
8a101608c6c7fff,Нижний Новгород,,1.0,,,,,,,,,,,,,,,,,,,,,56.3303073148971,43.92767339686896
8a101608c6dffff,Нижний Новгород,,,,2.0,,,,,,,,,2.0,1.0,1.0,,,,,2.0,,,56.32971451577812,43.92945842050664
8a101608c707fff,Нижний Новгород,,,1.0,,,,,,,,,,4.0,,,,1.0,,,,,,56.33143104097935,43.91686277035414
8a101608c717fff,Нижний Новгород,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,56.33021485638943,43.9168128465294
8a101608c71ffff,Нижний Новгород,,,,,,,,,,,,,,1.0,,,,,,2.0,,,56.330838427906514,43.91864786903643
8a101608c737fff,Нижний Новгород,,,,,1.0,,,,,,,,,,,4.0,1.0,,,,,,56.3308074447169,43.91502777016003
8a101608c747fff,Нижний Новгород,1.0,20.0,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,56.33389435592437,43.92058304024804
8a101608c74ffff,Нижний Новгород,2.0,,,,,,,,,,,,,,,,,,,,,4.0,56.33451789224815,43.92241832802544
8a101608c767fff,Нижний Новгород,2.0,,,,,,,,,,,,1.0,,,,,,,,,,56.33448697496104,43.9187978148242
8a101608c76ffff,Нижний Новгород,,,,,,,3.0,,1.0,,,,2.0,1.0,,1.0,,,,2.0,,,56.33511053603432,43.92063308029304
8a101608c777fff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.3332707984256,43.91874782994755
8a101608c797fff,Нижний Новгород,,,,,,,,,,,,,,1.0,,,,,,,,,56.32718982852312,43.9184979497713
8a101608c79ffff,Нижний Новгород,,,,,,,,,,,,,,1.0,,1.0,,,,,,,56.32781336813915,43.92033288427984
8a101608c86ffff,Нижний Новгород,,,,,,,,,,,,2.0,,,,,,,,,,,56.34284343512676,43.90104285007569
8a101608ca07fff,Нижний Новгород,,,1.0,2.0,,,,,,,,,,,,,,,,,,,56.34353011850624,43.91011990194623
8a101608ca1ffff,Нижний Новгород,,,,,,,,,,,1.0,,,,,,,,,,,,56.34293771717276,43.911905538059855
8a101608ca8ffff,Нижний Новгород,,,,,,,,,,2.0,,,,,,,,,,,,,56.34112916244041,43.91364130135919
8a101608caa7fff,Нижний Новгород,,,,,,,,,,,,,2.0,,,,,,,,,,56.341097911777695,43.91002042802734
8a101608cb17fff,Нижний Новгород,,,,,,,,,4.0,,,,,,,,,,,,1.0,,56.34287496728688,43.90466365374397
8a101608cb37fff,Нижний Новгород,,,,,,,,,,,,1.0,,,,,,,,,,,56.34346725082612,43.90287800253004
8a101608cb8ffff,Нижний Новгород,,2.0,,,,,,,,,,,,,,,,,,,,,56.34169029776211,43.90823486649533
8a101608cbaffff,Нижний Новгород,,,,2.0,,,,,,,,,2.0,,1.0,,4.0,,,2.0,1.0,,56.34228264959869,43.90644927506664
8a101608cc57fff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.33189858739668,43.90059773917583
8a101608cce7fff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,,1.0,56.33068246412064,43.90054829698967
8a101608d197fff,Нижний Новгород,,,,,,,,,,,1.0,,,,,,,,,,,,56.34858086020214,43.932049376428864
8a101608d1b7fff,Нижний Новгород,,,1.0,,,,,3.0,,,,,,,,,,,,,,,56.34917354325477,43.930263547044326
8a101608d407fff,Нижний Новгород,,,,,,,,,,,,1.0,2.0,,,,,,,,,,56.34374685305647,43.9354694559986
8a101608d427fff,Нижний Новгород,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,56.34433963258048,43.93368384326162
8a101608d42ffff,Нижний Новгород,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,56.34496303841078,43.93551994946448
8a101608d457fff,Нижний Новгород,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,56.34499359398514,43.93914179048221
8a101608d467fff,Нижний Новгород,,,,,,2.0,,,,,,,2.0,,,,,,,,,,56.34680260612172,43.93740668484589
8a101608d4b7fff,Нижний Новгород,,,,,,,3.0,,,,,,,,,,,,,,,,56.34009826203757,43.93531799347013
8a101608d4c7fff,Нижний Новгород,,,,,,,,,,,,,,,,3.0,,,,,,,56.343184523099374,43.940876764655634
8a101608d4cffff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,1.0,,,,,,56.34380783343016,43.94271301520233
8a101608d4dffff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,1.0,,,,,,56.34259161636349,43.94266230979472
8a101608d4e7fff,Нижний Новгород,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,56.34377739568626,43.93909118955246
8a101608d4f7fff,Нижний Новгород,,,,,,,,,,,,1.0,,,,,,,,,,,56.34256119156038,43.9390405916074
8a101608d507fff,Нижний Новгород,,,,2.0,,,,,,,,1.0,2.0,1.0,,1.0,3.0,,,,,,56.34430892616128,43.930062194172166
8a101608d50ffff,Нижний Новгород,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,56.34493237795434,43.93189820057323
8a101608d51ffff,Нижний Новгород,,,1.0,6.0,,,,,,,,,3.0,,1.0,1.0,1.0,,,,2.0,,56.34371620554872,43.93184781456623
8a101608d527fff,Нижний Новгород,,,,2.0,,,,4.0,,3.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,,56.34490161262372,43.92827654383394
8a101608d52ffff,Нижний Новгород,,,,2.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,56.3455250891775,43.93011252793613
8a101608d537fff,Нижний Новгород,,,1.0,2.0,,,,,,,,1.0,,1.0,4.0,2.0,,,,,,1.0,56.34368545317084,43.92822626528073
8a101608d54ffff,Нижний Новгород,,,,,,,,,,,,,,,,,1.0,,,,,,56.34739539163503,43.93562094533236
8a101608d557fff,Нижний Новгород,,,,,,,,,,,,1.0,,,,,,,,,,,56.34555580854727,43.93373428448511
8a101608d56ffff,Нижний Новгород,,,,,,,,,,,1.0,,,,2.0,,,,,2.0,,,56.34798814299537,43.93383517585912
8a101608d597fff,Нижний Новгород,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,56.34006765337753,43.931696674376106
8a101608d5b7fff,Нижний Новгород,,,1.0,,,,,,,,3.0,1.0,4.0,,,,1.0,,1.0,,1.0,,56.340660402156,43.92991121069279
8a101608dc57fff,Нижний Новгород,,4.0,,,,,,,,,,,,,,,,,,,,,56.34914268015044,43.92664156026089
8a101608dc8ffff,Нижний Новгород,,,,,,,,,,,,,2.0,,,,,,,,,,56.34549426493543,43.9264908635543
8a101608dc9ffff,Нижний Новгород,,,,,2.0,,,,,1.0,,,,3.0,,1.0,,,1.0,3.0,2.0,,56.34427811487386,43.92644063724479
8a101608dcd7fff,Нижний Новгород,,,,,,,,,,,,,2.0,,,,,,,,,,56.34611776624937,43.92832682535302
8a101608dcdffff,Нижний Новгород,,,1.0,,,,,,,,,,,1.0,,1.0,,,,2.0,,,56.34674124636586,43.93016286466929
8a101608dce7fff,Нижний Новгород,,,,,1.0,,,,,,,,,,,,,,,,,,56.347926547574765,43.92659132506209
8a101608dcf7fff,Нижний Новгород,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,56.34671040916941,43.92654109282664
8a101608dd87fff,Нижний Новгород,5.0,,,,,,,,,,,,,,,,,,,,,,56.34543230186602,43.91924781139389
8a101608dd97fff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.34421617772605,43.919197799978136
8a101608e047fff,Нижний Новгород,,2.0,,,,,,,,,,,,,,,,,,,,,56.31630505747842,43.92528624926521
8a101608e067fff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,,,,,,,56.31689790095131,43.923501792097646
8a101608e06ffff,Нижний Новгород,,,1.0,2.0,,,,25.0,1.0,1.0,1.0,,,4.0,4.0,,,,,,,,56.31752134128247,43.92533640750186
8a101608e087fff,Нижний Новгород,,,,,,,2.0,,,,,1.0,,,,,,,,,,,56.31081644183135,43.92325130608856
8a101608e08ffff,Нижний Новгород,,,,,,,,,,,,,,,,1.0,,,,,,,56.3114398642508,43.9250856458815
8a101608e0b7fff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,56.31019299825992,43.921417043684656
8a101608e14ffff,Нижний Новгород,,,,2.0,,,,,,,,,2.0,,1.0,,,,,,,,56.317490710299765,43.92171730503858
8a101608e167fff,Нижний Новгород,,,,2.0,,,,,,1.0,,,,,,,,,,,,,56.31745997455451,43.91809829467713
8a101608e267fff,Нижний Новгород,,,,,,2.0,,,,,,,,,,1.0,,,,,,,56.3212615387741,43.936345725633664
8a101608e28ffff,Нижний Новгород,,,,,,,,,,,,,,,,,,,1.0,,1.0,,56.31580322870082,43.9379281914207
8a101608e297fff,Нижний Новгород,,,,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,56.31396362014157,43.9360428356476
8a101608e29ffff,Нижний Новгород,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,56.31458689084583,43.93787766205178
8a101608e2b7fff,Нижний Новгород,,,,,,,,,,,1.0,,,,,2.0,,,,,,,56.31455665897232,43.934258505721616
8a101608e2c7fff,Нижний Новгород,,,,,,,,,,,,,2.0,,,,,,,,,,56.317642817430034,43.93981373786613
8a101608e2cffff,Нижний Новгород,,,,,,,,,,,,,,,,1.0,,,,,,,56.31826605292874,43.94164882936772
8a101608e2d7fff,Нижний Новгород,,,1.0,,,,,,,,,,,,1.0,,,,,,,,56.316426481805465,43.93976315036687
8a101608e2dffff,Нижний Новгород,,,,,,,,,,1.0,,,,,,1.0,,,,,,,56.31704971373331,43.94159818671231
8a101608e30ffff,Нижний Новгород,,,,,,,,,,,,,,1.0,,,,,,,,,56.31939153529382,43.93084071819526
8a101608e317fff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,,1.0,56.31755186749472,43.92895560204163
8a101608e327fff,Нижний Новгород,,3.0,,4.0,2.0,1.0,,,,,,,,2.0,1.0,2.0,,,1.0,,,,56.319361042031446,43.92722131664894
8a101608e347fff,Нижний Новгород,1.0,,,,,,,2.0,,,4.0,,2.0,,,,1.0,,1.0,,,,56.32123118326884,43.93272602502435
8a101608e34ffff,Нижний Новгород,,,,2.0,,,,,,,,,,2.0,2.0,,,,,2.0,,,56.32185452133637,43.93456108265815
8a101608e367fff,Нижний Новгород,4.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,2.0,,56.32182410695384,43.93094137439636
8a101608e36ffff,Нижний Новгород,,,,,,,,,,,,1.0,,,,,,,,,,,56.32244746976963,43.93277640976193
8a101608e377fff,Нижний Новгород,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,56.32060782402699,43.9308910448123
8a101608e407fff,Нижний Новгород,,,,,,,,,3.0,,,,,,,,,,,,,,56.305327740953366,43.92121692843
8a101608e40ffff,Нижний Новгород,,,,,,,,,,,,,,,,3.0,,,,,,,56.30595117017759,43.92305097042244
8a101608e44ffff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,,,,,,56.308414298961615,43.92676947621997
8a101608e497fff,Нижний Новгород,,3.0,,,,,,,,,,,,,,,,,,,,,56.30108580583472,43.922850681974765
8a101608e527fff,Нижний Новгород,,2.0,,,,,,,,,,,,,,,,,,,,,56.30648272123299,43.91403095508666
8a101608e547fff,Нижний Новгород,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,56.30835323149221,43.91953288053564
8a101608e55ffff,Нижний Новгород,,,,,,,,,,,,,,1.0,,2.0,,,,,,,56.30776038119568,43.9213169801606
8a101608e587fff,Нижний Новгород,,1.0,,,,,,,,,,,,,,,,,,,,,56.30286449744813,43.91749916528601
8a101608e60ffff,Нижний Новгород,,,1.0,,,,,,,,,,,,,,,,,,,,56.31031458249823,43.93589143082193
8a101608e617fff,Нижний Новгород,,,,,,,,,1.0,,,,,,,,,,,,,,56.30847494745596,43.934006440008304
8a101608e62ffff,Нижний Новгород,,,,,,1.0,,,3.0,,,,,,,,,,,,,,56.31090764945804,43.93410725737958
8a101608e657fff,Нижний Новгород,,,,,,,,,,,,,,1.0,,,,,,2.0,,,56.31093784247539,43.93772609181444
8a101608e65ffff,Нижний Новгород,,,,4.0,,,,,,,,,2.0,,,,,,,,,,56.31156108128428,43.93956083018704
8a101608e687fff,Нижний Новгород,,,1.0,2.0,,,,4.0,1.0,,,,1.0,,,,1.0,,,,1.0,,56.30666549267493,43.93574005276507
8a101608e68ffff,Нижний Новгород,,,,6.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,,,1.0,,1.0,,56.30728874191893,43.93757454837564
8a101608e697fff,Нижний Новгород,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,56.30544911780986,43.935689599360174
8a101608e69ffff,Нижний Новгород,,,2.0,4.0,,2.0,,,,,,2.0,,1.0,2.0,3.0,1.0,,,,,,56.30607236347482,43.93752403985007
8a101608e6a7fff,Нижний Новгород,,,,,,,,,,,,,,,,,1.0,,,,,,56.3072585877603,43.933956035778905
8a101608e6affff,Нижний Новгород,,,,,1.0,,,,,,,,,,,,,,,,,,56.30788186174537,43.93579050914349
8a101608e6cffff,Нижний Новгород,,,,,,,,,,,,,,,,2.0,,,,,,,56.30975155671354,43.94129439346165
8a101608e6effff,Нижний Новгород,,,,,,,,,,,,,,,,2.0,,,,,,,56.310344716653546,43.93951025759505
8a101608e6f7fff,Нижний Новгород,,,,,,,,,,,,,,,1.0,,,,,2.0,,,56.30850511456778,43.93762505987805
8a101608e737fff,Нижний Новгород,,,,,,1.0,1.0,,,,,,,,,,,,,,,,56.309630626943125,43.9268196688765
8a101608e747fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,,,,,,56.31271701522636,43.93237341501556
8a101608e74ffff,Нижний Новгород,,,,,,,2.0,,,,,,,,,,,,,,,,56.31334032826748,43.93420808663591
8a101608e75ffff,Нижний Новгород,,,,,,1.0,,,,,,,,,,,,,,,,,56.31212399176237,43.93415767052196
8a101608e767fff,Нижний Новгород,,,,,,,,,,,,,,1.0,,4.0,,,,,,,56.313310004569885,43.93058912960595
8a101608e777fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,,,,,,56.31209368102089,43.93053882078542
8a101608e797fff,Нижний Новгород,,,,,,,,,,,,,,1.0,,3.0,,,,,,1.0,56.30601197631316,43.93028732115511
8a101608e88ffff,Нижний Новгород,,7.0,,,,1.0,,,,,,,,,,,,,,,,,56.31558931473733,43.91259527893472
8a101608e8a7fff,Нижний Новгород,2.0,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,56.31555833658975,43.90897665986455
8a101608e957fff,Нижний Новгород,,2.0,,,,,,,,,,,,,,,,,,,,1.0,56.3197995592888,43.907341068776645
8a101608e98ffff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,1.0,,56.31615091988577,43.90719219468564
8a101608e99ffff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.31493469514849,43.90714257583852
8a101608e9a7fff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.31611977815494,43.90357366026297
8a101608ea0ffff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,,,,,,,56.32297921500654,43.923752351944266
8a101608ea1ffff,Нижний Новгород,,,,,,,,,3.0,,,,,,,,,,,,,,56.32176296380703,43.923702234066376
8a101608ea2ffff,Нижний Новгород,,3.0,,,,,,,,,,,,,,,,,,,,,56.32357197742751,43.92196760396861
8a101608ea57fff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,,1.0,56.32360267323259,43.9255872430425
8a101608ea87fff,Нижний Новгород,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,56.31933044398857,43.92360200717396
8a101608ea8ffff,Нижний Новгород,,,,,,,3.0,8.0,,2.0,,,,1.0,,,1.0,,,2.0,,,56.3199538914797,43.92543673284586
8a101608ea97fff,Нижний Новгород,,,,,,,,3.0,,,,,2.0,1.0,,,,,,,,,56.31811417537176,43.923551898158905
8a101608ea9ffff,Нижний Новгород,,,,,1.0,10.0,3.0,16.0,,5.0,1.0,,,4.0,,,,,,,,,56.31873761928323,43.92538656869532
8a101608eab7fff,Нижний Новгород,,,,,,,,,,,,,,,,,1.0,,,,,,56.318706975335495,43.92176735892263
8a101608eac7fff,Нижний Новгород,,,,,,,2.0,,,,,,,1.0,,,,,,2.0,,,56.32179358777476,43.92732175819064
8a101608ead7fff,Нижний Новгород,,,,,,,,5.0,,1.0,,,,,,,,,1.0,,,,56.320577317806126,43.927271535939454
8a101608eadffff,Нижний Новгород,,,,,1.0,,,,,,,,,,,,,1.0,,,,,56.32120072296509,43.92910641645592
8a101608eaf7fff,Нижний Новгород,5.0,,,,3.0,,,3.0,,,,,,,1.0,,2.0,,,,,,56.3211701578708,43.925486899953725
8a101608eb0ffff,Нижний Новгород,,,1.0,2.0,,,,,,,,,,1.0,1.0,,1.0,,,4.0,,,56.32354117683942,43.9183480570218
8a101608eb5ffff,Нижний Новгород,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,56.32478821343248,43.922017672608845
8a101608eb67fff,Нижний Новгород,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,56.32597361710496,43.91844798257563
8a101608eb6ffff,Нижний Новгород,,1.0,,,,,,,,,,,,,,,,,,,,,56.32659715314242,43.92028286193573
8a101608eb77fff,Нижний Новгород,,3.0,,,,,,,2.0,,,,,,,,,,,,,,56.32475739987671,43.918398018325874
8a101608ec8ffff,Нижний Новгород,,,,,,,,,,,,,,,,2.0,,,,,,,56.30707546322009,43.91224689246094
8a101608ed37fff,Нижний Новгород,,3.0,,,,,,,,,,,,,,,,,,,,,56.309414967356496,43.90149244502288
8a101608eda7fff,Нижний Новгород,,,,,,,,,,,,,,,,,,,1.0,,,,56.30760617414502,43.90322714050555
8a1016090007fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,,,,,,56.24092391137381,43.85539251818985
8a101609001ffff,Нижний Новгород,,,,,,5.0,,,2.0,,,,,,,,,,,,,,56.240331544017536,43.85717388026091
8a101609002ffff,Нижний Новгород,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,56.24214030920333,43.855440518005175
8a1016090047fff,Нижний Новгород,,,,,,2.0,,,,,,,,,,,,,,,,,56.243388375257815,43.85909953260364
8a101609004ffff,Нижний Новгород,,3.0,,,,,,,,,,,,,,,,,,,,,56.244012376780034,43.86092915567131
8a1016090057fff,Нижний Новгород,,,,2.0,,,,,,,,,,,,,,4.0,,,,,56.242171970107485,43.85905142313317
8a1016090067fff,Нижний Новгород,,,,,,,,,,,,,2.0,,,,1.0,,,,,,56.24398074848831,43.85731804418317
8a1016090077fff,Нижний Новгород,,,,2.0,,,,,,,,,,,,,,,,,,,56.24276435273133,43.85726998671532
8a10160900a7fff,Нижний Новгород,,,,,,1.0,,,,,,,,,,,,,,,,,56.23849109852022,43.85529652702986
8a10160900b7fff,Нижний Новгород,,,,,,,,,1.0,,,,,,,,,,,,,,56.23727468349822,43.85524853568472
8a10160900c7fff,Нижний Новгород,,,,,,,,,,1.0,,,,,,,,,,,,,56.24036313315361,43.86078467125711
8a10160900e7fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,3.0,,,,,56.240955559223934,43.85900331649286
8a10160900effff,Нижний Новгород,,,,,,,,,,,,,,,,,,3.0,,,,,56.24157955342893,43.8608328298952
8a10160900f7fff,Нижний Новгород,,,,,,,,,1.0,,,,,,,,,,,,,,56.23973914260822,43.85895521268255
8a1016090127fff,Нижний Новгород,,,1.0,2.0,2.0,1.0,1.0,6.0,,3.0,,,2.0,2.0,2.0,,,,,3.0,1.0,,56.242076674280746,43.84821898447351
8a1016090157fff,Нижний Новгород,,,,,2.0,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,56.24273263311121,43.85365907428715
8a101609015ffff,Нижний Новгород,,,,,,,,,,,,,,,,1.0,,,,,,,56.243356701299845,43.8554885206444
8a1016090207fff,Нижний Новгород,,,1.0,,,,,,,,,,2.0,,,,,,,,,,56.245291749343785,43.86820003607139
8a1016090217fff,Нижний Новгород,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,56.2440753201797,43.868151655231145
8a1016090227fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,56.24588425529359,43.8664184879618
8a101609022ffff,Нижний Новгород,1.0,,,,,,,,,,,,,,,1.0,,,,,,,56.246508172771264,43.86824841975831
8a1016090237fff,Нижний Новгород,,,,,1.0,,,,,,,,2.0,,,,,,,,,,56.2446678355187,43.86637015912716
8a101609024ffff,Нижний Новгород,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,56.24837979908524,43.87373867826295
8a1016090267fff,Нижний Новгород,2.0,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,,56.24834849057128,43.87012687013369
8a101609028ffff,Нижний Новгород,3.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,56.24289018733291,43.871714558406495
8a1016090297fff,Нижний Новгород,,,,,,1.0,,,,,,,,,,,,,,,,1.0,56.24104987647568,43.86983626451833
8a10160902affff,Нижний Новгород,,5.0,,,,,,,,,,,2.0,,,,,2.0,,,,,56.24348277078423,43.86993312165849
8a10160902b7fff,Нижний Новгород,,,,,,,,,2.0,,,,,,,,,,,,,,56.24164244464605,43.86805490208948
8a101609030ffff,Нижний Новгород,,,,,,2.0,,,,,,,1.0,,1.0,,,,,2.0,,,56.24647672718524,43.8646369101764
8a1016090317fff,Нижний Новгород,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,56.24463635729523,43.862758855919445
8a101609031ffff,Нижний Новгород,,,,,,,,3.0,,,,,,,,2.0,,,,,,,56.24526031680068,43.86458863334924
8a1016090337fff,Нижний Новгород,,,,,,,,,,,,,,,,3.0,,,,,,,56.24522877985365,43.860977322809866
8a1016090347fff,Нижний Новгород,,,1.0,,,,1.0,,,,,1.0,3.0,,,,1.0,,1.0,,,,56.24831707763144,43.86651515416211
8a101609034ffff,Нижний Новгород,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,2.0,56.24894100241227,43.868345195672966
8a1016090357fff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,1.0,,56.24710066933153,43.866466819640046
8a1016090367fff,Нижний Новгород,,,,6.0,,,,,,,2.0,,,,,,1.0,,,,1.0,,56.2489095307413,43.86473347235269
8a101609036ffff,Нижний Новгород,,,,,,,,,,,,1.0,,,,,,,,2.0,,,56.24953348019225,43.86656349152826
8a1016090377fff,Нижний Новгород,,,2.0,,,,,3.0,,,,,2.0,1.0,,,,,,,2.0,,56.24769313183248,43.86468518984416
8a1016090387fff,Нижний Новгород,,,1.0,2.0,,2.0,,16.0,,3.0,,3.0,,7.0,,,2.0,,,4.0,11.0,,56.242827478823656,43.86449208821552
8a101609038ffff,Нижний Новгород,,,,,,,,,3.0,,,,,1.0,,,3.0,,,,,,56.24345141000788,43.866321833135856
8a1016090397fff,Нижний Новгород,,,,2.0,,,,,,,,,,,,,,,1.0,,,,56.24161105123334,43.86444381990852
8a101609039ffff,Нижний Новгород,,,,2.0,,1.0,,9.0,,4.0,,,2.0,1.0,1.0,,,,,4.0,,1.0,56.242234978762205,43.86627350998764
8a10160903a7fff,Нижний Новгород,,,,2.0,2.0,,,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,56.243419944829775,43.862710636775866
8a10160903affff,Нижний Новгород,,,,,,2.0,3.0,,2.0,,,,2.0,,,1.0,,,,,,,56.244043900679785,43.86454035936236
8a10160903b7fff,Нижний Новгород,,,1.0,2.0,,,,,,2.0,1.0,,2.0,1.0,6.0,,2.0,,,2.0,,,56.242203526629766,43.86266242046904
8a1016090407fff,Нижний Новгород,,,,,,,,,,,,,1.0,,,,,,,,,,56.23240896613363,43.855056598530496
8a101609040ffff,Нижний Новгород,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,3.0,,,56.23303298035391,43.85688562872983
8a1016090427fff,Нижний Новгород,,,1.0,,,,,,,,,,,,,,,,,,,,56.23300136518922,43.85327557072955
8a101609042ffff,Нижний Новгород,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,56.23362540406416,43.85510457858558
8a1016090437fff,Нижний Новгород,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,56.23178493092594,43.85322764547234
8a1016090447fff,Нижний Новгород,,,1.0,2.0,,,,,,,,,,,,,,,,,,,56.23487341884479,43.85876282573575
8a101609044ffff,Нижний Новгород,,,,,,,,,,,1.0,,,1.0,,,1.0,,,2.0,,,56.235497394744975,43.860592065032186
8a1016090457fff,Нижний Новгород,,,,4.0,1.0,,,,1.0,,,,1.0,2.0,1.0,,,,1.0,2.0,1.0,,56.23365697358405,43.85871473607147
8a101609045ffff,Нижний Новгород,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,56.2342809458213,43.86054392055655
8a1016090477fff,Нижний Новгород,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,56.23424942195025,43.85693366358728
8a101609048ffff,Нижний Новгород,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,2.0,,,56.23000760345122,43.85857048404828
8a101609049ffff,Нижний Новгород,,,,,,,,,,,,,,,,,,,,,,1.0,56.22879113529358,43.85852240569631
8a10160904c7fff,Нижний Новгород,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,56.23184803079551,43.86044764010023
8a10160904effff,Нижний Новгород,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,56.233064491171135,43.86049577891264
8a1016090527fff,Нижний Новгород,,,,,,,,,,,,,,,,,1.0,,,,,,56.23356195199548,43.847884540231895
