geo_h3_10,city,population,lat,lon
8a0bb034652ffff,Новосибирск,32,55.02276383793585,82.94569414995628
8a0bb0346537fff,Новосибирск,22,55.02057785855168,82.94567605215975
8a0bb0346547fff,Новосибирск,28,55.02491814484296,82.94791697370408
8a0bb0346557fff,Новосибирск,617,55.02380933695858,82.94901019874969
8a0bb034655ffff,Новосибирск,600,55.02488645748007,82.95012168112102
8a0bb034656ffff,Новосибирск,10,55.02602693998597,82.94682369107419
8a0bb0346587fff,Новосибирск,1306,55.01940570804352,82.95117811005552
8a0bb034658ffff,Новосибирск,44,55.02048283687664,82.95228952841855
8a0bb0346597fff,Новосибирск,1287,55.01829685293482,82.9522711094451
8a0bb034659ffff,Новосибирск,42,55.01937397804627,82.95338252316466
8a0bb03465a7fff,Новосибирск,844,55.01943739839222,82.94897368017568
8a0bb03465affff,Новосибирск,12,55.02051455041895,82.95008505309855
8a0bb0346627fff,Новосибирск,200,55.030239924893856,82.95788476229535
8a0bb034664ffff,Новосибирск,6,55.03454772971128,82.96233237658487
8a0bb034666ffff,Новосибирск,18,55.0345796655453,82.96012727688992
8a0bb0346687fff,Новосибирск,490,55.02795832254122,82.96448039579644
8a0bb034668ffff,Новосибирск,250,55.02903524913526,82.96559230575808
8a0bb0346697fff,Новосибирск,175,55.02684940477042,82.96557323348472
8a0bb034669ffff,Новосибирск,529,55.02792632764696,82.96668513877566
8a0bb03466a7fff,Новосибирск,195,55.02799027778113,82.9622756360017
8a0bb03466affff,Новосибирск,375,55.02906722757953,82.96338750052965
8a0bb03466b7fff,Новосибирск,180,55.026881376460494,82.96336853593499
8a0bb03466cffff,Новосибирск,376,55.03229796004525,82.96672339473909
8a0bb03466dffff,Новосибирск,135,55.03118904385688,82.96781627599222
8a0bb03466f7fff,Новосибирск,400,55.030144157890746,82.96449941516016
8a0bb0346727fff,Новосибирск,600,55.029226524941166,82.95236322231663
8a0bb0346747fff,Новосибирск,328,55.03245760546314,82.95569843483375
8a0bb034674ffff,Новосибирск,60,55.033534593333066,82.9568102725545
8a0bb0346757fff,Новосибирск,120,55.03134877154932,82.9567916273613
8a0bb0346767fff,Новосибирск,120,55.032489415560285,82.95349339244669
8a0bb034676ffff,Новосибирск,36,55.03356642663336,82.95460518470887
8a0bb0346777fff,Новосибирск,235,55.03138059810679,82.9545866472222
8a0bb0346797fff,Новосибирск,38,55.02583631972914,82.96005205724332
8a0bb034679ffff,Новосибирск,20,55.02691330849714,82.96116382157378
8a0bb03467a7fff,Новосибирск,14,55.02697705360675,82.95675434244227
8a0bb03467b7fff,Новосибирск,50,55.02586818891032,82.9578473715143
8a0bb0346807fff,Новосибирск,260,55.030650790335066,82.92921952173499
8a0bb034680ffff,Новосибирск,220,55.03172807233458,82.93033075897866
8a0bb0346817fff,Новосибирск,682,55.029542145022056,82.9303134080718
8a0bb034682ffff,Новосибирск,240,55.03175942288711,82.9281255777838
8a0bb0346837fff,Новосибирск,80,55.02957348886452,82.92810833459323
8a0bb0346847fff,Новосибирск,191,55.0339139748511,82.9303481115818
8a0bb034684ffff,Новосибирск,720,55.03499122162182,82.93145945364358
8a0bb0346857fff,Новосибирск,745,55.032805334861465,82.9314420463268
8a0bb034686ffff,Новосибирск,858,55.035022602077206,82.92925411921492
8a0bb0346877fff,Новосибирск,1060,55.032836708605664,82.92923681962938
8a0bb0346887fff,Новосибирск,734,55.02840208696152,82.9336122313441
8a0bb034688ffff,Новосибирск,885,55.029479338330844,82.93472350486833
8a0bb0346897fff,Новосибирск,420,55.02729339965709,82.93470594025099
8a0bb03468a7fff,Новосибирск,926,55.028433486950064,82.93140723679801
8a0bb03468affff,Новосибирск,504,55.02951076151055,82.93251846483227
8a0bb03468b7fff,Новосибирск,145,55.02732481612102,82.93250100791735
8a0bb03468cffff,Новосибирск,913,55.032742468355686,82.93585244954397
8a0bb03468e7fff,Новосибирск,1028,55.03169668211022,82.93253592345374
8a0bb03468effff,Новосибирск,376,55.03277392144452,82.93364725630046
8a0bb03468f7fff,Новосибирск,695,55.03058801659938,82.93362974296632
8a0bb0346917fff,Новосибирск,190,55.02852744890876,82.92479215286257
8a0bb034692ffff,Новосибирск,390,55.030744653405065,82.92260406453573
8a0bb0346937fff,Новосибирск,195,55.02855869022317,82.92258709147288
8a0bb0346947fff,Новосибирск,862,55.03289933707241,82.92482631608857
8a0bb0346957fff,Новосибирск,580,55.03179073376701,82.92592037987556
8a0bb034695ffff,Новосибирск,130,55.03286804267627,82.92703157621452
8a0bb0346967fff,Новосибирск,472,55.03293059179325,82.92262103925788
8a0bb034696ffff,Новосибирск,354,55.03400792761134,82.92373219467784
8a0bb0346977fff,Новосибирск,140,55.031822004973385,82.9237151652602
8a0bb0346987fff,Новосибирск,282,55.02738753005168,82.92809109308818
8a0bb034698ffff,Новосибирск,1140,55.028464847271366,82.92920222553147
8a0bb0346997fff,Новосибирск,20,55.02627887942047,82.9291849310186
8a0bb034699ffff,Новосибирск,215,55.02735619291951,82.93029605886095
8a0bb03469a7fff,Новосибирск,55,55.02741882751671,82.92588611060533
8a0bb03469affff,Новосибирск,352,55.02849616792453,82.92699719755088
8a0bb0346a07fff,Новосибирск,180,55.03819135535078,82.93699923472414
8a0bb0346a0ffff,Новосибирск,610,55.039268501008486,82.93811082275279
8a0bb0346a1ffff,Новосибирск,480,55.03815982595417,82.93920467219365
8a0bb0346a27fff,Новосибирск,500,55.03822284506993,82.93479378051077
8a0bb0346a2ffff,Новосибирск,282,55.039300013925946,82.93590532303564
8a0bb0346a47fff,Новосибирск,478,55.041454293188416,82.93812855845437
8a0bb0346a4ffff,Новосибирск,728,55.04253140359168,82.93924025135334
8a0bb0346a57fff,Новосибирск,1027,55.04034562718242,82.9392224609038
8a0bb0346a5ffff,Новосибирск,1236,55.04142273387099,82.94033414917972
8a0bb0346a67fff,Новосибирск,420,55.04148581282469,82.93592295097946
8a0bb0346a6ffff,Новосибирск,1145,55.042562946428674,82.93703459837002
8a0bb0346a77fff,Новосибирск,218,55.0403771632993,82.93701691568265
8a0bb0346a87fff,Новосибирск,40,55.03594243756291,82.94139219820251
8a0bb0346a8ffff,Новосибирск,42,55.03701955258943,82.94250382248019
8a0bb0346a97fff,Новосибирск,6,55.03483372422987,82.94248587477801
8a0bb0346a9ffff,Новосибирск,4,55.03591083553993,82.94359749442754
8a0bb0346aa7fff,Новосибирск,34,55.03597399991289,82.93918688522263
8a0bb0346aaffff,Новосибирск,6,55.03705113813832,82.94029846400898
8a0bb0346ab7fff,Новосибирск,4,55.03486530305409,82.94028062404013
8a0bb0346acffff,Новосибирск,452,55.04028243591146,82.9436335010841
8a0bb0346ad7fff,Новосибирск,4,55.03809664813201,82.94361549687571
8a0bb0346adffff,Новосибирск,585,55.03917372418911,82.94472722139164
8a0bb0346ae7fff,Новосибирск,460,55.039236948412615,82.94031630572208
8a0bb0346aeffff,Новосибирск,1091,55.04031405138617,82.94142798937307
8a0bb0346b0ffff,Новосибирск,1640,55.03825429511076,82.9325883095599
8a0bb0346b17fff,Новосибирск,6,55.03606844891628,82.9325708458173
8a0bb0346b27fff,Новосибирск,1234,55.037208470743735,82.92927142049182
8a0bb0346b2ffff,Новосибирск,152,55.03828570547242,82.93038282187786
8a0bb0346b37fff,Новосибирск,490,55.03609985256569,82.93036546588144
8a0bb0346b47fff,Новосибирск,397,55.04044011649162,82.93260577501006
8a0bb0346b4ffff,Новосибирск,218,55.04151729277898,82.93371732676133
8a0bb0346b57fff,Новосибирск,720,55.03933148716416,82.93369980657697
8a0bb0346b5ffff,Новосибирск,894,55.04040865973599,82.93481135371596
8a0bb0346b67fff,Новосибирск,400,55.04047153356532,82.93040017957131
8a0bb0346b6ffff,Новосибирск,335,55.04154873305038,82.93151168580631
8a0bb0346b77fff,Новосибирск,700,55.03936292072223,82.9314942733831
8a0bb0346b87fff,Новосибирск,305,55.03492834168552,82.93587007231815
8a0bb0346b97fff,Новосибирск,24,55.03381966501998,82.93696387799268
8a0bb0346b9ffff,Новосибирск,4,55.03489684220625,82.9380753565514
8a0bb0346baffff,Новосибирск,313,55.03603700559045,82.93477620902368
8a0bb0346bb7fff,Новосибирск,4,55.03385114130348,82.93475863925441
8a0bb0346c17fff,Новосибирск,555,55.02178127068842,82.9379689995426
8a0bb0346c1ffff,Новосибирск,597,55.022858522924246,82.93908019990393
8a0bb0346c5ffff,Новосибирск,854,55.026121714736256,82.94020928160225
8a0bb0346c67fff,Новосибирск,335,55.02618469959918,82.93579959155666
8a0bb0346c87fff,Новосибирск,498,55.020641008076126,82.94126698419815
8a0bb0346c8ffff,Новосибирск,992,55.02171823340006,82.9423782254012
8a0bb0346c97fff,Новосибирск,24,55.01953223153846,82.94236028997535
8a0bb0346c9ffff,Новосибирск,50,55.02060945314036,82.94347152655364
8a0bb0346ca7fff,Новосибирск,18,55.020672523358094,82.93906242509965
8a0bb0346caffff,Новосибирск,20,55.02174977187203,82.94017362084226
8a0bb0346cb7fff,Новосибирск,10,55.01956376328439,82.94015579307612
8a0bb0346cc7fff,Новосибирск,1070,55.02390421049348,82.94239616258002
8a0bb0346cd7fff,Новосибирск,804,55.02279543925461,82.94348951668778
8a0bb0346cdffff,Новосибирск,875,55.02387262563816,82.94460085806043
8a0bb0346ce7fff,Новосибирск,587,55.023935755691305,82.9401914503509
8a0bb0346cf7fff,Новосибирск,85,55.022827000917694,82.9412848666682
8a0bb0346d17fff,Новосибирск,1269,55.02076683127273,82.93244864740933
8a0bb0346d27fff,Новосибирск,550,55.02190686938096,82.92915034706375
8a0bb0346d47fff,Новосибирск,200,55.025138845947566,82.93248355270872
8a0bb0346d4ffff,Новосибирск,30,55.02621613253688,82.9335947214336
8a0bb0346d67fff,Новосибирск,130,55.02517021603285,82.93027871134589
8a0bb0346d6ffff,Новосибирск,420,55.02624752581092,82.93138983458545
8a0bb0346d87fff,Новосибирск,608,55.01962670781686,82.93574674906688
8a0bb0348a2ffff,Новосибирск,150,55.114884192455776,82.9983767247339
8a0bb0349917fff,Новосибирск,92,55.12694921299672,82.99517655376656
8a0bb0349937fff,Новосибирск,77,55.12698201223774,82.99296711223593
8a0bb034c007fff,Новосибирск,188,55.09893691468234,82.96841184400772
8a0bb034c00ffff,Новосибирск,188,55.1000132923585,82.96952560524822
8a0bb034c017fff,Новосибирск,140,55.09782826673564,82.96950631021468
8a0bb034c01ffff,Новосибирск,740,55.09890464072048,82.97062006676205
8a0bb034c027fff,Новосибирск,1170,55.0989691489019,82.96620360437295
8a0bb034c02ffff,Новосибирск,425,55.10004554982532,82.96731732004217
8a0bb034c037fff,Новосибирск,300,55.09786051745039,82.9672981330274
8a0bb034c047fff,Новосибирск,700,55.102198293001855,82.96954490217088
8a0bb034c04ffff,Новосибирск,200,55.103274635251786,82.97065876863547
8a0bb034c057fff,Новосибирск,270,55.10108965047733,82.9706394167515
8a0bb034c05ffff,Новосибирск,748,55.102165989037225,82.9717532785201
8a0bb034c067fff,Новосибирск,650,55.10223055722049,82.96733650893547
8a0bb034c06ffff,Новосибирск,175,55.10330692272006,82.96845032982418
8a0bb034c0affff,Новосибирск,540,55.09779597628037,82.97171447051923
8a0bb034c0c7fff,Новосибирск,1082,55.09994865819602,82.97394212500062
8a0bb034c0d7fff,Новосибирск,156,55.09883997357333,82.97503646160406
8a0bb034c0e7fff,Новосибирск,340,55.099980995148464,82.97173387356983
8a0bb034c0effff,Новосибирск,618,55.10105733001798,82.97284773064057
8a0bb034c0f7fff,Новосибирск,275,55.09887232701718,82.97282827262964
8a0bb034c107fff,Новосибирск,450,55.09792489965498,82.96288172803007
8a0bb034c10ffff,Новосибирск,20,55.09900134337826,82.96399534786414
8a0bb034c117fff,Новосибирск,330,55.09681628839266,82.96397632381198
8a0bb034c127fff,Новосибирск,225,55.097957031143046,82.96067350023276
8a0bb034c12ffff,Новосибирск,1080,55.0990334981106,82.96178707448767
8a0bb034c137fff,Новосибирск,458,55.09684843637973,82.96176815845324
8a0bb034c147fff,Новосибирск,400,55.10118637338679,82.96401437377887
8a0bb034c14ffff,Новосибирск,795,55.10226278169226,82.9651280988203
8a0bb034c157fff,Новосибирск,400,55.100077767548,82.96510901795804
8a0bb034c15ffff,Новосибирск,600,55.10115417216261,82.96622273831429
8a0bb034c167fff,Новосибирск,298,55.10121853486419,82.96180599237407
8a0bb034c177fff,Новосибирск,60,55.10010994552572,82.96290069900218
8a0bb034c187fff,Новосибирск,150,55.09567546010168,82.96727894789089
8a0bb034c18ffff,Новосибирск,425,55.0967518731955,82.96839260392514
8a0bb034c1a7fff,Новосибирск,550,55.0957076643256,82.96507086183713
8a0bb034c1affff,Новосибирск,600,55.09678410066429,82.96618447230473
8a0bb034c227fff,Новосибирск,450,55.106503544629135,82.97400066966105
8a0bb034c22ffff,Новосибирск,540,55.10757980862546,82.97511473722201
8a0bb034c24ffff,Новосибирск,975,55.11080848320381,82.97845724159815
8a0bb034c267fff,Новосибирск,900,55.10976470490382,82.97513431091708
8a0bb034c26ffff,Новосибирск,450,55.11084093345064,82.97624848374996
8a0bb034c277fff,Новосибирск,600,55.10865605305442,82.9762288550635
8a0bb034c28ffff,Новосибирск,524,55.10529752770392,82.9817206031865
8a0bb034c30ffff,Новосибирск,540,55.10653590185299,82.9717920941208
8a0bb034c327fff,Новосибирск,540,55.10549188925909,82.96846957555861
8a0bb034c32ffff,Новосибирск,540,55.10656821932621,82.9695835016846
8a0bb034c34ffff,Новосибирск,540,55.10979709213977,82.97292558173808
8a0bb034c357fff,Новосибирск,898,55.107612189103385,82.97290611610507
8a0bb034c35ffff,Новосибирск,360,55.10868845678753,82.97402018836965
8a0bb034c367fff,Новосибирск,900,55.10875314499537,82.96960280427625
8a0bb034c36ffff,Новосибирск,270,55.10982943962141,82.97071683565737
8a0bb034c387fff,Новосибирск,60,55.10320994107529,82.97507559558115
8a0bb034c397fff,Новосибирск,1688,55.10210126187343,82.97616998053464
8a0bb034c3a7fff,Новосибирск,40,55.10324230803658,82.9728671905566
8a0bb034c3b7fff,Новосибирск,80,55.10213364532745,82.97396163797681
8a0bb034c44ffff,Новосибирск,50,55.09551384292008,82.97831912491239
8a0bb034c537fff,Новосибирск,30,55.08908791456728,82.96942914896606
8a0bb034c707fff,Новосибирск,115,55.097698866480194,82.9783388500728
8a0bb034c717fff,Новосибирск,112,55.09659013977544,82.97943300871943
8a0bb034c76ffff,Новосибирск,212,55.102068838676,82.9783783061872
8a0bb034c86ffff,Новосибирск,4,55.10353182201106,82.95299078575442
8a0bb034c887fff,Новосибирск,828,55.09691261312658,82.95735177716334
8a0bb034c88ffff,Новосибирск,726,55.09798912288717,82.95846525557816
8a0bb034c897fff,Новосибирск,498,55.09580403855704,82.95844650249155
8a0bb034c89ffff,Новосибирск,575,55.09688054462466,82.9595599762349
8a0bb034c8c7fff,Новосибирск,1080,55.10017418224271,82.9584840105008
8a0bb034c8cffff,Новосибирск,450,55.10125065659393,82.95959759410626
8a0bb034c8d7fff,Новосибирск,540,55.099065613098034,82.95957878424986
8a0bb034c8dffff,Новосибирск,540,55.100142083757554,82.96069236318098
8a0bb034c8f7fff,Новосибирск,540,55.0990976883397,82.95737047715713
8a0bb034c927fff,Новосибирск,2,55.09818083868043,82.94521543400455
8a0bb034c937fff,Новосибирск,6,55.0970723594607,82.9463105292298
8a0bb034ca0ffff,Новосибирск,1142,55.10777349520217,82.96186275714791
8a0bb034ca17fff,Новосибирск,180,55.1055885334159,82.96184383370391
8a0bb034ca1ffff,Новосибирск,540,55.10666493323343,82.96295762306403
8a0bb034ca8ffff,Новосибирск,540,55.10552414372973,82.96626101181742
8a0bb034ca97fff,Новосибирск,360,55.103339170440535,82.96624187412901
8a0bb034caa7fff,Новосибирск,1425,55.10447996232087,82.96293864651888
8a0bb034caaffff,Новосибирск,540,55.10555635844896,82.96405243119706
8a0bb034cac7fff,Новосибирск,470,55.10770909202429,82.96628015137978
8a0bb034cacffff,Новосибирск,360,55.108785429468334,82.96739408688941
8a0bb034cad7fff,Новосибирск,718,55.106600497047936,82.96737489235883
8a0bb034cadffff,Новосибирск,270,55.10767683080368,82.96848882317758
8a0bb034cae7fff,Новосибирск,235,55.10774131349076,82.9640714627011
8a0bb034caf7fff,Новосибирск,450,55.1066327350173,82.96516626614984
8a0bb034cb07fff,Новосибирск,360,55.1056848197944,82.95521794005134
8a0bb034cb0ffff,Новосибирск,360,55.10676128935389,82.95633159260923
8a0bb034cb27fff,Новосибирск,710,55.10571683574357,82.9530092751307
8a0bb034cb2ffff,Новосибирск,540,55.10679332854848,82.95412288207974
8a0bb034cb47fff,Новосибирск,1080,55.108946255489336,82.95635024680892
8a0bb034cb4ffff,Новосибирск,540,55.11002268962209,82.95746400459419
8a0bb034cb67fff,Новосибирск,450,55.1089783014187,82.95414142820817
8a0bb034cb6ffff,Новосибирск,630,55.110054758799286,82.95525514037998
8a0bb034cb77fff,Новосибирск,540,55.107869801797605,82.95523653930499
8a0bb034cb97fff,Новосибирск,225,55.102327111391766,82.96071122797603
8a0bb034cbb7fff,Новосибирск,765,55.10235921661776,82.95850276725969
8a0bb034cc2ffff,Новосибирск,200,55.09251033276932,82.95952236572813
8a0bb034cc47fff,Новосибирск,400,55.09466334967756,82.96174924427052
8a0bb034cc67fff,Новосибирск,650,55.094695451179774,82.9595411700611
8a0bb034cc6ffff,Новосибирск,448,55.09577195355414,82.96065463913109
8a0bb034cc77fff,Новосибирск,600,55.09358685099679,82.96063577987573
8a0bb034cc97fff,Новосибирск,2,55.08804365806384,82.96610796275752
8a0bb034ccb7fff,Новосибирск,4,55.088075818798245,82.96390024622329
8a0bb034cd4ffff,Новосибирск,125,55.09472751294175,82.95733307900012
8a0bb034cd57fff,Новосибирск,198,55.09254238779111,82.9573143826672
8a0bb034cd5ffff,Новосибирск,934,55.093618929258255,82.95842775124065
8a0bb034d207fff,Новосибирск,3,55.12929745546893,82.98414920001757
8a0bb034d537fff,Новосибирск,380,55.11191714242644,82.97736270687079
8a0bb034d64ffff,Новосибирск,98,55.12587330145653,82.99406158076471
8a0bb034dc8ffff,Новосибирск,160,55.11305820608981,82.97405923152124
8a0bb034dc97fff,Новосибирск,360,55.11087334394307,82.97403970898961
8a0bb034dc9ffff,Новосибирск,920,55.11194957617644,82.97515388652894
8a0bb034dca7fff,Новосибирск,360,55.11201432440695,82.97073619512226
8a0bb034dcaffff,Новосибирск,630,55.113090583583336,82.97185033177638
8a0bb034dcb7fff,Новосибирск,360,55.11090571468022,82.97183091732353
8a0bb034dd8ffff,Новосибирск,1260,55.11204663888574,82.96852732407017
8a0bb034dd97fff,Новосибирск,630,55.10986174734784,82.96850807268135
8a0bb034dd9ffff,Новосибирск,180,55.110938045661264,82.9696221087581
8a0bb034e407fff,Новосибирск,28,55.07542344842382,83.00683153695643
8a0bb034e417fff,Новосибирск,32,55.07431441687448,83.00792435418771
8a0bb034e427fff,Новосибирск,42,55.07545630661146,83.00462472695637
8a0bb034e42ffff,Новосибирск,2,55.07653246722188,83.00573866205912
8a0bb034e437fff,Новосибирск,38,55.07434729151031,83.00571760661133
8a0bb034e487fff,Новосибирск,38,55.07317244179875,83.01122378193304
8a0bb034e48ffff,Новосибирск,44,55.0742485485142,83.01233779840615
8a0bb034e497fff,Новосибирск,26,55.0720633683096,83.01231642142143
8a0bb034e49ffff,Новосибирск,50,55.073139471327856,83.01343043312471
8a0bb034e4a7fff,Новосибирск,30,55.073205372575806,83.00901711375674
8a0bb034e4affff,Новосибирск,36,55.07428150254215,83.01013108478809
8a0bb034e4b7fff,Новосибирск,46,55.07209631552976,83.01010981566729
8a0bb034e4d7fff,Новосибирск,26,55.07532463567452,83.01345186508911
8a0bb034e4f7fff,Новосибирск,8,55.07535761295448,83.01124510602915
8a0bb034e517fff,Новосибирск,14,55.07330392673536,83.00239700738335
8a0bb034e51ffff,Новосибирск,50,55.07438012644875,83.0035108420653
8a0bb034e557fff,Новосибирск,4,55.07656530895971,83.00353178963348
8a0bb034e587fff,Новосибирск,38,55.07216209089055,83.00569655322349
8a0bb034e58ffff,Новосибирск,34,55.07323826365817,83.00681042860212
8a0bb034e597fff,Новосибирск,24,55.07105305398742,83.0067893223129
8a0bb034e59ffff,Новосибирск,40,55.07212922305703,83.00790319293253
8a0bb034e5affff,Новосибирск,30,55.07327111504498,83.00460372647554
8a0bb034e5b7fff,Новосибирск,34,55.0710858985732,83.00458272804924
8a0bb034ed27fff,Новосибирск,125,55.0746738543702,82.98364919856533
8a0bb0350007fff,Новосибирск,6,54.9989272019342,83.00609397130049
8a0bb035000ffff,Новосибирск,1345,55.000003892551085,83.0072060310812
8a0bb0350017fff,Новосибирск,888,54.99781785539463,83.0071849400429
8a0bb035001ffff,Новосибирск,582,54.99889454228682,83.00829699507943
8a0bb035002ffff,Новосибирск,1182,55.000036535801776,83.00500294508852
8a0bb0350037fff,Новосибирск,140,54.99785049183654,83.00498196155995
8a0bb0350047fff,Новосибирск,330,55.00218990500149,83.00722712417969
8a0bb0350057fff,Новосибирск,280,55.001080563685626,83.00831814090462
8a0bb035005ffff,Новосибирск,152,55.00215721533624,83.0094303007733
8a0bb0350067fff,Новосибирск,1168,55.00222255506076,83.00502393066682
8a0bb0350077fff,Новосибирск,1710,55.001113230143055,83.00611500961158
8a0bb0350087fff,Новосибирск,300,54.99667580374917,83.01047875067674
8a0bb035008ffff,Новосибирск,1073,54.997752463710114,83.01159084625499
8a0bb035009ffff,Новосибирск,20,54.99664307171548,83.01268163310948
8a0bb03500a7fff,Новосибирск,630,54.99670849618502,83.00827585131954
8a0bb03500c7fff,Новосибирск,238,54.99993848724082,83.01161215230756
8a0bb03500d7fff,Новосибирск,400,54.99882910418859,83.01270299187142
8a0bb03500e7fff,Новосибирск,14,54.99997120969715,83.0094091001563
8a0bb03500f7fff,Новосибирск,692,54.99886184303799,83.01050000193851
8a0bb035018ffff,Новосибирск,1070,54.99674114902217,83.00607293504422
8a0bb035019ffff,Новосибирск,425,54.99563179353808,83.00716385106453
8a0bb0350217fff,Новосибирск,805,55.00535425446517,83.014970376235
8a0bb035021ffff,Новосибирск,308,55.00643080495089,83.01608278160737
8a0bb0350237fff,Новосибирск,861,55.00538705336849,83.01276708067626
8a0bb0350287fff,Новосибирск,1000,55.004212014288,83.01826447061534
8a0bb035028ffff,Новосибирск,983,55.00528853783813,83.01937691651425
8a0bb03502a7fff,Новосибирск,920,55.00424486919064,83.01606125423992
8a0bb03502affff,Новосибирск,375,55.005321415954754,83.01717365484976
8a0bb03502b7fff,Новосибирск,399,55.0031354712458,83.01715207476987
8a0bb0350387fff,Новосибирск,1157,55.003201095021055,83.0127457156545
8a0bb035038ffff,Новосибирск,1100,55.00427768448801,83.01385802091822
8a0bb0350397fff,Новосибирск,777,55.00209171719122,83.0138366031774
8a0bb035039ffff,Новосибирск,150,55.00316830293559,83.0149489036833
8a0bb03503a7fff,Новосибирск,452,55.003233847501306,83.01054251068976
8a0bb03503affff,Новосибирск,942,55.004310460179255,83.01165477065658
8a0bb03503b7fff,Новосибирск,888,55.002124486065846,83.01163346044132
8a0bb0350527fff,Новосибирск,49,54.99018284212652,83.00600983860124
8a0bb035052ffff,Новосибирск,12,54.99125959574842,83.0071216792863
8a0bb0350537fff,Новосибирск,150,54.98907345982723,83.00710059648584
8a0bb03505a7fff,Новосибирск,16,54.98793139968488,83.01039376638154
8a0bb03505b7fff,Новосибирск,190,54.986821975679646,83.01148434719946
8a0bb035060ffff,Новосибирск,6,54.999774280953766,83.02262715898439
8a0bb0350647fff,Новосибирск,780,55.001960245667405,83.02264900467627
8a0bb0350657fff,Новосибирск,14,55.00085078961497,83.02373958579791
8a0bb035065ffff,Новосибирск,2232,55.001927278784486,83.024852062658
8a0bb0350667fff,Новосибирск,600,55.00199317295041,83.02044592973101
8a0bb035066ffff,Новосибирск,1228,55.00306968905672,83.02155836609093
8a0bb0350677fff,Новосибирск,600,55.0008837332835,83.02153657308861
8a0bb03506e7fff,Новосибирск,4,54.999741320901336,83.02483010945967
8a0bb03506effff,Новосибирск,2,55.00081780634831,83.02594258154143
8a0bb0350727fff,Новосибирск,274,54.99771970846928,83.01379377397146
8a0bb035076ffff,Новосибирск,425,55.00205890871318,83.01603972897527
8a0bb0350807fff,Новосибирск,38,54.999154710552666,82.9906723316226
8a0bb035080ffff,Новосибирск,50,55.00023156358923,82.99178407421769
8a0bb0350817fff,Новосибирск,22,54.99804547882896,82.99176373578331
8a0bb035081ffff,Новосибирск,6,54.999122328139634,82.99287547366363
8a0bb0350827fff,Новосибирск,30,54.99918705335733,82.98846917271227
8a0bb035082ffff,Новосибирск,46,55.00026392959296,82.98958086997906
8a0bb0350837fff,Новосибирск,6,54.99807783804312,82.98956063906637
8a0bb0350847fff,Новосибирск,28,55.00241762364213,82.99180441463882
8a0bb0350857fff,Новосибирск,42,55.00130839715119,82.99289586685417
8a0bb035085ffff,Новосибирск,40,55.00238521123697,82.99400770953459
8a0bb0350867fff,Новосибирск,34,55.00244999643524,82.98960110286802
8a0bb035086ffff,Новосибирск,6,55.00352683744703,82.99071290493318
8a0bb0350877fff,Новосибирск,38,55.00134078635508,82.99069261728707
8a0bb0350887fff,Новосибирск,2,54.99690381919704,82.99505810011647
8a0bb0350897fff,Новосибирск,32,54.99579454570792,82.99614932713087
8a0bb03508a7fff,Новосибирск,8,54.99693623442378,82.99285508246494
8a0bb03508b7fff,Новосибирск,48,54.99582697733906,82.99394637167124
8a0bb03508c7fff,Новосибирск,18,55.00016671275474,82.99619043206866
8a0bb03508cffff,Новосибирск,46,55.00124349991354,82.99730231535005
8a0bb03508effff,Новосибирск,40,55.001275968337055,82.99509909954394
8a0bb0350907fff,Новосибирск,38,54.99814243764826,82.98515439504298
8a0bb035090ffff,Новосибирск,28,54.99921935655279,82.986265996939
8a0bb0350917fff,Новосибирск,20,54.997033242472,82.98624592829215
8a0bb035091ffff,Новосибирск,24,54.99811015764983,82.98735752548416
8a0bb0350927fff,Новосибирск,6,54.99817467803754,82.98295124774914
8a0bb035092ffff,Новосибирск,84,54.99925162013815,82.98406280430902
8a0bb0350937fff,Новосибирск,8,54.99706549927453,82.9840428431829
8a0bb0350947fff,Новосибирск,58,55.0014054459287,82.98628606754616
8a0bb035094ffff,Новосибирск,60,55.00248232961547,82.98739777422853
8a0bb0350957fff,Новосибирск,46,55.00029625598653,82.98737764887348
8a0bb035095ffff,Новосибирск,40,55.00137313594787,82.98848935084895
8a0bb0350967fff,Новосибирск,60,55.00143771629669,82.984082767385
8a0bb035096ffff,Новосибирск,64,55.00251462318191,82.98519442872666
8a0bb0350977fff,Новосибирск,98,55.00032854276906,82.98517441090718
8a0bb0350987fff,Новосибирск,46,54.99589172179163,82.98954041012965
8a0bb035098ffff,Новосибирск,32,54.99696861004575,82.99065204793949
8a0bb0350997fff,Новосибирск,10,54.99478248484029,82.99063176623748
8a0bb035099ffff,Новосибирск,50,54.99585936936725,82.9917433993354
8a0bb03509a7fff,Новосибирск,38,54.99592403461131,82.98733740406034
8a0bb03509affff,Новосибирск,16,54.99700094606213,82.98844899654647
8a0bb03509b7fff,Новосибирск,32,54.99481481406816,82.98842882235124
8a0bb0350b87fff,Новосибирск,32,55.0034295306253,82.99732292560076
8a0bb0350b97fff,Новосибирск,22,55.002320267593966,82.99841424867577
8a0bb0350b9ffff,Новосибирск,18,55.00339701579438,82.99952623204835
8a0bb0350ba7fff,Новосибирск,2,55.00346200584495,82.99511960226148
8a0bb0350bb7fff,Новосибирск,46,55.00235275922062,82.99621098754902
8a0bb0350c07fff,Новосибирск,54,54.991389822244,82.99831095381813
8a0bb0350c0ffff,Новосибирск,40,54.992466649192735,82.99942266337096
8a0bb0350c17fff,Новосибирск,20,54.990280501790906,82.99940195570402
